pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2023	Deep reinforcement learning-based task offloading and resource allocation for industrial IoT in MEC federation system	Journal 1	Use DRL to optimize the Energy & Delay of MEC federation system	Do, Huong Mai and Tran, Tuan Phong and Yoo, Myungsik (2023). "Deep reinforcement learning-based task offloading and resource allocation for industrial IoT in MEC federation system." <i>IEEE Access.</i>. 1(1).	paper-title-number-1	http://academicpages.github.io/files/paper1.pdf	http://academicpages.github.io/files/slides1.pdf
